Fan,Refrigerator,AirConditioner,Television,Monitor,Total_Appliance_Hours,Estimated_Load_kWh,Month_sin,Month_cos,City_Encoded,Company_Encoded,Season_Encoded
-1.093719034574342,0.17717352319245705,-0.45178125319193047,-0.08970169345283258,-0.48020452878091346,-0.8642981029370933,-0.6770039930682573,-1.4064832744047522,0.005061124847321509,-0.7533857184687568,-0.2646268097643759,-1.4078561495478976
1.282567031523397,0.7743809871702994,1.3434665002082746,-0.26347177952006295,2.3381763026274114,1.7546362732421095,1.6499085958303081,1.2218153782934047,0.7150697855585891,0.7702097568442973,-0.04717557633411046,1.2729628776602249
0.7341933239623804,0.17717352319245705,-0.45178125319193047,-0.08970169345283258,2.3381763026274114,1.2509950470538012,-0.09995104335288396,0.7062682299700846,1.2348321990131692,0.9878662533175907,0.49645250724155315,1.2729628776602249
1.4653582673770693,0.17717352319245705,-0.45178125319193047,-1.653632468057906,-0.48020452878091346,-0.36065687674878505,-0.5968577500522331,-1.217779921269793,0.7150697855585891,1.4231792462641775,-1.3518829769157032,-0.5142498071451902
-1.4593015062816863,-1.0172414047632274,0.44584262350817205,1.3004589950850105,1.0570941065327182,0.2437125946771848,0.40764182908193525,1.2218153782934047,-0.7049475358639452,1.2055227497908843,-1.2431573602005703,0.37935653525751734
0.0030283805476914558,0.7743809871702994,-0.45178125319193047,-0.784782037721754,-0.48020452878091346,-0.5621133672241083,-0.5701423357135584,0.0020177285118058797,-1.4149561965752127,-1.6240117043619304,-0.9169805100551722,0.37935653525751734
-1.6420927421353586,-2.211656332718912,1.3434665002082746,1.4742290811522407,-0.48020452878091346,-0.4613851219864467,0.9659939887602362,0.002017728511805362,1.4250784462698565,0.9878662533175907,0.7139037406718186,1.2729628776602249
-0.9109277987206696,-2.8088637966967545,-1.3494051298920329,-1.4798623819906755,-0.48020452878091346,-2.1737652910266947,-2.2665711462194014,0.7062682299700846,-1.2247099493185258,1.2055227497908843,-0.8082548933400395,0.37935653525751734
-0.9109277987206696,0.17717352319245705,1.3434665002082746,1.4742290811522407,-0.48020452878091346,0.3444408399148465,1.4468714468563808,0.0020177285118058797,-1.4149561965752127,-0.7533857184687568,1.6924342911080132,0.37935653525751734
1.6481495032307416,0.17717352319245705,1.3434665002082746,0.9529188229505497,-0.48020452878091346,1.4524515375291245,1.8476026619365014,0.002017728511805362,1.4250784462698565,-1.6240117043619304,-0.8082548933400395,1.2729628776602249
